Types,Looptime,number,numberOfappearance,invokeperloop,percentage,
random,668,9,0,10000,0.0,
random,669,0,0,10000,0.0,
random,669,1,4992,10000,49.919999999999995,
random,669,2,1041,10000,10.41,
random,669,3,1026,10000,10.26,
random,669,4,995,10000,9.950000000000001,
random,669,5,966,10000,9.66,
random,669,6,980,10000,9.8,
random,669,7,0,10000,0.0,
random,669,8,0,10000,0.0,
random,669,9,0,10000,0.0,
random,670,0,0,10000,0.0,
random,670,1,5020,10000,50.2,
random,670,2,1011,10000,10.11,
random,670,3,956,10000,9.56,
random,670,4,1025,10000,10.25,
random,670,5,1015,10000,10.15,
random,670,6,973,10000,9.73,
random,670,7,0,10000,0.0,
random,670,8,0,10000,0.0,
random,670,9,0,10000,0.0,
random,671,0,0,10000,0.0,
random,671,1,4964,10000,49.64,
random,671,2,1024,10000,10.24,
random,671,3,1009,10000,10.09,
random,671,4,991,10000,9.91,
random,671,5,1039,10000,10.39,
random,671,6,973,10000,9.73,
random,671,7,0,10000,0.0,
random,671,8,0,10000,0.0,
random,671,9,0,10000,0.0,
random,672,0,0,10000,0.0,
random,672,1,5022,10000,50.22,
random,672,2,1000,10000,10.0,
random,672,3,1001,10000,10.01,
random,672,4,992,10000,9.92,
random,672,5,991,10000,9.91,
random,672,6,994,10000,9.94,
random,672,7,0,10000,0.0,
random,672,8,0,10000,0.0,
random,672,9,0,10000,0.0,
random,673,0,0,10000,0.0,
random,673,1,5055,10000,50.55,
random,673,2,1006,10000,10.059999999999999,
random,673,3,981,10000,9.81,
random,673,4,957,10000,9.569999999999999,
random,673,5,996,10000,9.959999999999999,
random,673,6,1005,10000,10.05,
random,673,7,0,10000,0.0,
random,673,8,0,10000,0.0,
random,673,9,0,10000,0.0,
random,674,0,0,10000,0.0,
random,674,1,5001,10000,50.01,
random,674,2,1012,10000,10.12,
random,674,3,966,10000,9.66,
random,674,4,955,10000,9.55,
random,674,5,1029,10000,10.290000000000001,
random,674,6,1037,10000,10.37,
random,674,7,0,10000,0.0,
random,674,8,0,10000,0.0,
random,674,9,0,10000,0.0,
random,675,0,0,10000,0.0,
random,675,1,5073,10000,50.73,
random,675,2,960,10000,9.6,
random,675,3,967,10000,9.67,
random,675,4,982,10000,9.82,
random,675,5,1000,10000,10.0,
random,675,6,1018,10000,10.18,
random,675,7,0,10000,0.0,
random,675,8,0,10000,0.0,
random,675,9,0,10000,0.0,
random,676,0,0,10000,0.0,
random,676,1,5006,10000,50.06,
random,676,2,1011,10000,10.11,
random,676,3,978,10000,9.78,
random,676,4,1015,10000,10.15,
random,676,5,992,10000,9.92,
random,676,6,998,10000,9.98,
random,676,7,0,10000,0.0,
random,676,8,0,10000,0.0,
random,676,9,0,10000,0.0,
random,677,0,0,10000,0.0,
random,677,1,5010,10000,50.1,
random,677,2,951,10000,9.51,
random,677,3,1034,10000,10.34,
random,677,4,1002,10000,10.02,
random,677,5,1050,10000,10.5,
random,677,6,953,10000,9.53,
random,677,7,0,10000,0.0,
random,677,8,0,10000,0.0,
random,677,9,0,10000,0.0,
random,678,0,0,10000,0.0,
random,678,1,4932,10000,49.32,
random,678,2,1018,10000,10.18,
random,678,3,992,10000,9.92,
random,678,4,1003,10000,10.03,
random,678,5,1008,10000,10.08,
random,678,6,1047,10000,10.47,
random,678,7,0,10000,0.0,
random,678,8,0,10000,0.0,
random,678,9,0,10000,0.0,
random,679,0,0,10000,0.0,
random,679,1,4911,10000,49.11,
random,679,2,947,10000,9.47,
random,679,3,1023,10000,10.23,
random,679,4,1073,10000,10.73,
random,679,5,1024,10000,10.24,
random,679,6,1022,10000,10.22,
random,679,7,0,10000,0.0,
random,679,8,0,10000,0.0,
random,679,9,0,10000,0.0,
random,680,0,0,10000,0.0,
random,680,1,4932,10000,49.32,
random,680,2,998,10000,9.98,
random,680,3,1029,10000,10.290000000000001,
random,680,4,1028,10000,10.280000000000001,
random,680,5,996,10000,9.959999999999999,
random,680,6,1017,10000,10.17,
random,680,7,0,10000,0.0,
random,680,8,0,10000,0.0,
random,680,9,0,10000,0.0,
random,681,0,0,10000,0.0,
random,681,1,4941,10000,49.41,
random,681,2,983,10000,9.83,
random,681,3,1015,10000,10.15,
random,681,4,1020,10000,10.2,
random,681,5,1031,10000,10.31,
random,681,6,1010,10000,10.100000000000001,
random,681,7,0,10000,0.0,
random,681,8,0,10000,0.0,
random,681,9,0,10000,0.0,
random,682,0,0,10000,0.0,
random,682,1,4975,10000,49.75,
random,682,2,1024,10000,10.24,
random,682,3,993,10000,9.93,
random,682,4,997,10000,9.969999999999999,
random,682,5,1020,10000,10.2,
random,682,6,991,10000,9.91,
random,682,7,0,10000,0.0,
random,682,8,0,10000,0.0,
random,682,9,0,10000,0.0,
random,683,0,0,10000,0.0,
random,683,1,5029,10000,50.29,
random,683,2,986,10000,9.86,
random,683,3,1000,10000,10.0,
random,683,4,987,10000,9.87,
random,683,5,996,10000,9.959999999999999,
random,683,6,1002,10000,10.02,
random,683,7,0,10000,0.0,
random,683,8,0,10000,0.0,
random,683,9,0,10000,0.0,
random,684,0,0,10000,0.0,
random,684,1,4998,10000,49.980000000000004,
random,684,2,1039,10000,10.39,
random,684,3,940,10000,9.4,
random,684,4,1041,10000,10.41,
random,684,5,998,10000,9.98,
random,684,6,984,10000,9.84,
random,684,7,0,10000,0.0,
random,684,8,0,10000,0.0,
random,684,9,0,10000,0.0,
random,685,0,0,10000,0.0,
random,685,1,4975,10000,49.75,
random,685,2,1029,10000,10.290000000000001,
random,685,3,1013,10000,10.13,
random,685,4,1012,10000,10.12,
random,685,5,978,10000,9.78,
random,685,6,993,10000,9.93,
random,685,7,0,10000,0.0,
random,685,8,0,10000,0.0,
random,685,9,0,10000,0.0,
random,686,0,0,10000,0.0,
random,686,1,5033,10000,50.33,
random,686,2,939,10000,9.39,
random,686,3,997,10000,9.969999999999999,
random,686,4,994,10000,9.94,
random,686,5,1027,10000,10.27,
random,686,6,1010,10000,10.100000000000001,
random,686,7,0,10000,0.0,
random,686,8,0,10000,0.0,
random,686,9,0,10000,0.0,
random,687,0,0,10000,0.0,
random,687,1,4955,10000,49.55,
random,687,2,969,10000,9.69,
random,687,3,992,10000,9.92,
random,687,4,1022,10000,10.22,
random,687,5,1033,10000,10.33,
random,687,6,1029,10000,10.290000000000001,
random,687,7,0,10000,0.0,
random,687,8,0,10000,0.0,
random,687,9,0,10000,0.0,
random,688,0,0,10000,0.0,
random,688,1,5027,10000,50.27,
random,688,2,983,10000,9.83,
random,688,3,970,10000,9.700000000000001,
random,688,4,1019,10000,10.190000000000001,
random,688,5,980,10000,9.8,
random,688,6,1021,10000,10.209999999999999,
random,688,7,0,10000,0.0,
random,688,8,0,10000,0.0,
random,688,9,0,10000,0.0,
random,689,0,0,10000,0.0,
random,689,1,4961,10000,49.61,
random,689,2,982,10000,9.82,
random,689,3,1042,10000,10.42,
random,689,4,1021,10000,10.209999999999999,
random,689,5,1004,10000,10.040000000000001,
random,689,6,990,10000,9.9,
random,689,7,0,10000,0.0,
random,689,8,0,10000,0.0,
random,689,9,0,10000,0.0,
random,690,0,0,10000,0.0,
random,690,1,4995,10000,49.95,
random,690,2,1036,10000,10.36,
random,690,3,955,10000,9.55,
random,690,4,986,10000,9.86,
random,690,5,1038,10000,10.38,
random,690,6,990,10000,9.9,
random,690,7,0,10000,0.0,
random,690,8,0,10000,0.0,
random,690,9,0,10000,0.0,
random,691,0,0,10000,0.0,
random,691,1,4899,10000,48.99,
random,691,2,1042,10000,10.42,
random,691,3,990,10000,9.9,
random,691,4,1035,10000,10.35,
random,691,5,1052,10000,10.52,
random,691,6,982,10000,9.82,
random,691,7,0,10000,0.0,
random,691,8,0,10000,0.0,
random,691,9,0,10000,0.0,
random,692,0,0,10000,0.0,
random,692,1,4979,10000,49.79,
random,692,2,990,10000,9.9,
random,692,3,987,10000,9.87,
random,692,4,1037,10000,10.37,
random,692,5,1001,10000,10.01,
random,692,6,1006,10000,10.059999999999999,
random,692,7,0,10000,0.0,
random,692,8,0,10000,0.0,
random,692,9,0,10000,0.0,
random,693,0,0,10000,0.0,
random,693,1,5041,10000,50.41,
random,693,2,1015,10000,10.15,
random,693,3,1017,10000,10.17,
random,693,4,956,10000,9.56,
random,693,5,1009,10000,10.09,
random,693,6,962,10000,9.62,
random,693,7,0,10000,0.0,
random,693,8,0,10000,0.0,
random,693,9,0,10000,0.0,
random,694,0,0,10000,0.0,
random,694,1,4932,10000,49.32,
random,694,2,1024,10000,10.24,
random,694,3,962,10000,9.62,
random,694,4,1072,10000,10.72,
random,694,5,990,10000,9.9,
random,694,6,1020,10000,10.2,
random,694,7,0,10000,0.0,
random,694,8,0,10000,0.0,
random,694,9,0,10000,0.0,
random,695,0,0,10000,0.0,
random,695,1,5013,10000,50.129999999999995,
random,695,2,950,10000,9.5,
random,695,3,983,10000,9.83,
random,695,4,994,10000,9.94,
random,695,5,1015,10000,10.15,
random,695,6,1045,10000,10.45,
random,695,7,0,10000,0.0,
random,695,8,0,10000,0.0,
random,695,9,0,10000,0.0,
random,696,0,0,10000,0.0,
random,696,1,4973,10000,49.730000000000004,
random,696,2,1024,10000,10.24,
random,696,3,1038,10000,10.38,
random,696,4,1015,10000,10.15,
random,696,5,976,10000,9.76,
random,696,6,974,10000,9.74,
random,696,7,0,10000,0.0,
random,696,8,0,10000,0.0,
random,696,9,0,10000,0.0,
random,697,0,0,10000,0.0,
random,697,1,4950,10000,49.5,
random,697,2,1055,10000,10.549999999999999,
random,697,3,980,10000,9.8,
random,697,4,982,10000,9.82,
random,697,5,1011,10000,10.11,
random,697,6,1022,10000,10.22,
random,697,7,0,10000,0.0,
random,697,8,0,10000,0.0,
random,697,9,0,10000,0.0,
random,698,0,0,10000,0.0,
random,698,1,4989,10000,49.89,
random,698,2,1006,10000,10.059999999999999,
random,698,3,995,10000,9.950000000000001,
random,698,4,1014,10000,10.14,
random,698,5,1006,10000,10.059999999999999,
random,698,6,990,10000,9.9,
random,698,7,0,10000,0.0,
random,698,8,0,10000,0.0,
random,698,9,0,10000,0.0,
random,699,0,0,10000,0.0,
random,699,1,4985,10000,49.85,
random,699,2,1012,10000,10.12,
random,699,3,1028,10000,10.280000000000001,
random,699,4,1000,10000,10.0,
random,699,5,1000,10000,10.0,
random,699,6,975,10000,9.75,
random,699,7,0,10000,0.0,
random,699,8,0,10000,0.0,
random,699,9,0,10000,0.0,
random,700,0,0,10000,0.0,
random,700,1,4991,10000,49.91,
random,700,2,1012,10000,10.12,
random,700,3,984,10000,9.84,
random,700,4,1030,10000,10.299999999999999,
random,700,5,1003,10000,10.03,
random,700,6,980,10000,9.8,
random,700,7,0,10000,0.0,
random,700,8,0,10000,0.0,
random,700,9,0,10000,0.0,
random,701,0,0,10000,0.0,
random,701,1,4981,10000,49.81,
random,701,2,1018,10000,10.18,
random,701,3,1047,10000,10.47,
random,701,4,1033,10000,10.33,
random,701,5,945,10000,9.45,
random,701,6,976,10000,9.76,
random,701,7,0,10000,0.0,
random,701,8,0,10000,0.0,
random,701,9,0,10000,0.0,
random,702,0,0,10000,0.0,
random,702,1,5046,10000,50.46000000000001,
random,702,2,966,10000,9.66,
random,702,3,1039,10000,10.39,
random,702,4,978,10000,9.78,
random,702,5,977,10000,9.77,
random,702,6,994,10000,9.94,
random,702,7,0,10000,0.0,
random,702,8,0,10000,0.0,
random,702,9,0,10000,0.0,
random,703,0,0,10000,0.0,
random,703,1,5051,10000,50.51,
random,703,2,984,10000,9.84,
random,703,3,992,10000,9.92,
random,703,4,996,10000,9.959999999999999,
random,703,5,979,10000,9.790000000000001,
random,703,6,998,10000,9.98,
random,703,7,0,10000,0.0,
random,703,8,0,10000,0.0,
random,703,9,0,10000,0.0,
random,704,0,0,10000,0.0,
random,704,1,4900,10000,49.0,
random,704,2,1012,10000,10.12,
random,704,3,997,10000,9.969999999999999,
random,704,4,1042,10000,10.42,
random,704,5,1048,10000,10.48,
random,704,6,1001,10000,10.01,
random,704,7,0,10000,0.0,
random,704,8,0,10000,0.0,
random,704,9,0,10000,0.0,
random,705,0,0,10000,0.0,
random,705,1,4998,10000,49.980000000000004,
random,705,2,992,10000,9.92,
random,705,3,986,10000,9.86,
random,705,4,1019,10000,10.190000000000001,
random,705,5,956,10000,9.56,
random,705,6,1049,10000,10.489999999999998,
random,705,7,0,10000,0.0,
random,705,8,0,10000,0.0,
random,705,9,0,10000,0.0,
random,706,0,0,10000,0.0,
random,706,1,4911,10000,49.11,
random,706,2,999,10000,9.99,
random,706,3,984,10000,9.84,
random,706,4,1024,10000,10.24,
random,706,5,1038,10000,10.38,
random,706,6,1044,10000,10.440000000000001,
random,706,7,0,10000,0.0,
random,706,8,0,10000,0.0,
random,706,9,0,10000,0.0,
random,707,0,0,10000,0.0,
random,707,1,4976,10000,49.76,
random,707,2,938,10000,9.379999999999999,
random,707,3,1063,10000,10.63,
random,707,4,979,10000,9.790000000000001,
random,707,5,1045,10000,10.45,
random,707,6,999,10000,9.99,
random,707,7,0,10000,0.0,
random,707,8,0,10000,0.0,
random,707,9,0,10000,0.0,
random,708,0,0,10000,0.0,
random,708,1,4975,10000,49.75,
random,708,2,986,10000,9.86,
random,708,3,1023,10000,10.23,
random,708,4,950,10000,9.5,
random,708,5,1024,10000,10.24,
random,708,6,1042,10000,10.42,
random,708,7,0,10000,0.0,
random,708,8,0,10000,0.0,
random,708,9,0,10000,0.0,
random,709,0,0,10000,0.0,
random,709,1,5083,10000,50.83,
random,709,2,981,10000,9.81,
random,709,3,968,10000,9.68,
random,709,4,993,10000,9.93,
random,709,5,1006,10000,10.059999999999999,
random,709,6,969,10000,9.69,
random,709,7,0,10000,0.0,
random,709,8,0,10000,0.0,
random,709,9,0,10000,0.0,
random,710,0,0,10000,0.0,
random,710,1,5067,10000,50.67,
random,710,2,957,10000,9.569999999999999,
random,710,3,1025,10000,10.25,
random,710,4,972,10000,9.719999999999999,
random,710,5,984,10000,9.84,
random,710,6,995,10000,9.950000000000001,
random,710,7,0,10000,0.0,
random,710,8,0,10000,0.0,
random,710,9,0,10000,0.0,
random,711,0,0,10000,0.0,
random,711,1,4981,10000,49.81,
random,711,2,1027,10000,10.27,
random,711,3,991,10000,9.91,
random,711,4,1014,10000,10.14,
random,711,5,1006,10000,10.059999999999999,
random,711,6,981,10000,9.81,
random,711,7,0,10000,0.0,
random,711,8,0,10000,0.0,
random,711,9,0,10000,0.0,
random,712,0,0,10000,0.0,
random,712,1,5006,10000,50.06,
random,712,2,1001,10000,10.01,
random,712,3,987,10000,9.87,
random,712,4,1022,10000,10.22,
random,712,5,986,10000,9.86,
random,712,6,998,10000,9.98,
random,712,7,0,10000,0.0,
random,712,8,0,10000,0.0,
random,712,9,0,10000,0.0,
random,713,0,0,10000,0.0,
random,713,1,5014,10000,50.13999999999999,
random,713,2,968,10000,9.68,
random,713,3,977,10000,9.77,
random,713,4,1009,10000,10.09,
random,713,5,1005,10000,10.05,
random,713,6,1027,10000,10.27,
random,713,7,0,10000,0.0,
random,713,8,0,10000,0.0,
random,713,9,0,10000,0.0,
random,714,0,0,10000,0.0,
random,714,1,4859,10000,48.59,
random,714,2,1053,10000,10.530000000000001,
random,714,3,1002,10000,10.02,
random,714,4,1016,10000,10.16,
random,714,5,1065,10000,10.65,
random,714,6,1005,10000,10.05,
random,714,7,0,10000,0.0,
random,714,8,0,10000,0.0,
random,714,9,0,10000,0.0,
random,715,0,0,10000,0.0,
random,715,1,4882,10000,48.82,
random,715,2,1014,10000,10.14,
random,715,3,1029,10000,10.290000000000001,
random,715,4,1030,10000,10.299999999999999,
random,715,5,1017,10000,10.17,
random,715,6,1028,10000,10.280000000000001,
random,715,7,0,10000,0.0,
random,715,8,0,10000,0.0,
random,715,9,0,10000,0.0,
random,716,0,0,10000,0.0,
random,716,1,4887,10000,48.870000000000005,
random,716,2,1052,10000,10.52,
random,716,3,1045,10000,10.45,
random,716,4,974,10000,9.74,
random,716,5,1043,10000,10.43,
random,716,6,999,10000,9.99,
random,716,7,0,10000,0.0,
random,716,8,0,10000,0.0,
random,716,9,0,10000,0.0,
random,717,0,0,10000,0.0,
random,717,1,5024,10000,50.239999999999995,
random,717,2,998,10000,9.98,
random,717,3,1033,10000,10.33,
random,717,4,967,10000,9.67,
random,717,5,942,10000,9.42,
random,717,6,1036,10000,10.36,
random,717,7,0,10000,0.0,
random,717,8,0,10000,0.0,
random,717,9,0,10000,0.0,
random,718,0,0,10000,0.0,
random,718,1,5023,10000,50.23,
random,718,2,968,10000,9.68,
random,718,3,984,10000,9.84,
random,718,4,992,10000,9.92,
random,718,5,1016,10000,10.16,
random,718,6,1017,10000,10.17,
random,718,7,0,10000,0.0,
random,718,8,0,10000,0.0,
random,718,9,0,10000,0.0,
random,719,0,0,10000,0.0,
random,719,1,4958,10000,49.58,
random,719,2,962,10000,9.62,
random,719,3,1004,10000,10.040000000000001,
random,719,4,1036,10000,10.36,
random,719,5,1031,10000,10.31,
random,719,6,1009,10000,10.09,
random,719,7,0,10000,0.0,
random,719,8,0,10000,0.0,
random,719,9,0,10000,0.0,
random,720,0,0,10000,0.0,
random,720,1,5012,10000,50.12,
random,720,2,951,10000,9.51,
random,720,3,1021,10000,10.209999999999999,
random,720,4,959,10000,9.59,
random,720,5,1027,10000,10.27,
random,720,6,1030,10000,10.299999999999999,
random,720,7,0,10000,0.0,
random,720,8,0,10000,0.0,
random,720,9,0,10000,0.0,
random,721,0,0,10000,0.0,
random,721,1,5013,10000,50.129999999999995,
random,721,2,1036,10000,10.36,
random,721,3,1007,10000,10.07,
random,721,4,1001,10000,10.01,
random,721,5,943,10000,9.43,
random,721,6,1000,10000,10.0,
random,721,7,0,10000,0.0,
random,721,8,0,10000,0.0,
random,721,9,0,10000,0.0,
random,722,0,0,10000,0.0,
random,722,1,4961,10000,49.61,
random,722,2,1008,10000,10.08,
random,722,3,1018,10000,10.18,
random,722,4,1041,10000,10.41,
random,722,5,984,10000,9.84,
random,722,6,988,10000,9.879999999999999,
random,722,7,0,10000,0.0,
random,722,8,0,10000,0.0,
random,722,9,0,10000,0.0,
random,723,0,0,10000,0.0,
random,723,1,4992,10000,49.919999999999995,
random,723,2,1036,10000,10.36,
random,723,3,961,10000,9.610000000000001,
random,723,4,941,10000,9.41,
random,723,5,1030,10000,10.299999999999999,
random,723,6,1040,10000,10.4,
random,723,7,0,10000,0.0,
random,723,8,0,10000,0.0,
random,723,9,0,10000,0.0,
random,724,0,0,10000,0.0,
random,724,1,5008,10000,50.080000000000005,
random,724,2,989,10000,9.89,
random,724,3,986,10000,9.86,
random,724,4,991,10000,9.91,
random,724,5,1010,10000,10.100000000000001,
random,724,6,1016,10000,10.16,
random,724,7,0,10000,0.0,
random,724,8,0,10000,0.0,
random,724,9,0,10000,0.0,
random,725,0,0,10000,0.0,
random,725,1,5027,10000,50.27,
random,725,2,984,10000,9.84,
random,725,3,1047,10000,10.47,
random,725,4,984,10000,9.84,
random,725,5,962,10000,9.62,
random,725,6,996,10000,9.959999999999999,
random,725,7,0,10000,0.0,
random,725,8,0,10000,0.0,
random,725,9,0,10000,0.0,
random,726,0,0,10000,0.0,
random,726,1,4957,10000,49.57,
random,726,2,1049,10000,10.489999999999998,
random,726,3,990,10000,9.9,
random,726,4,1000,10000,10.0,
random,726,5,976,10000,9.76,
random,726,6,1028,10000,10.280000000000001,
random,726,7,0,10000,0.0,
random,726,8,0,10000,0.0,
random,726,9,0,10000,0.0,
random,727,0,0,10000,0.0,
random,727,1,5002,10000,50.019999999999996,
random,727,2,937,10000,9.370000000000001,
random,727,3,1015,10000,10.15,
random,727,4,1012,10000,10.12,
random,727,5,1000,10000,10.0,
random,727,6,1034,10000,10.34,
random,727,7,0,10000,0.0,
random,727,8,0,10000,0.0,
random,727,9,0,10000,0.0,
random,728,0,0,10000,0.0,
random,728,1,5030,10000,50.3,
random,728,2,995,10000,9.950000000000001,
random,728,3,1020,10000,10.2,
random,728,4,1023,10000,10.23,
random,728,5,947,10000,9.47,
random,728,6,985,10000,9.85,
random,728,7,0,10000,0.0,
random,728,8,0,10000,0.0,
random,728,9,0,10000,0.0,
random,729,0,0,10000,0.0,
random,729,1,4997,10000,49.97,
random,729,2,991,10000,9.91,
random,729,3,987,10000,9.87,
random,729,4,1018,10000,10.18,
random,729,5,1045,10000,10.45,
random,729,6,962,10000,9.62,
random,729,7,0,10000,0.0,
random,729,8,0,10000,0.0,
random,729,9,0,10000,0.0,
random,730,0,0,10000,0.0,
random,730,1,5028,10000,50.28,
random,730,2,979,10000,9.790000000000001,
random,730,3,978,10000,9.78,
random,730,4,1018,10000,10.18,
random,730,5,1040,10000,10.4,
random,730,6,957,10000,9.569999999999999,
random,730,7,0,10000,0.0,
random,730,8,0,10000,0.0,
random,730,9,0,10000,0.0,
random,731,0,0,10000,0.0,
random,731,1,4971,10000,49.71,
random,731,2,1003,10000,10.03,
random,731,3,983,10000,9.83,
random,731,4,1004,10000,10.040000000000001,
random,731,5,1068,10000,10.68,
random,731,6,971,10000,9.71,
random,731,7,0,10000,0.0,
random,731,8,0,10000,0.0,
random,731,9,0,10000,0.0,
random,732,0,0,10000,0.0,
random,732,1,5063,10000,50.629999999999995,
random,732,2,963,10000,9.629999999999999,
random,732,3,1023,10000,10.23,
random,732,4,953,10000,9.53,
random,732,5,1006,10000,10.059999999999999,
random,732,6,992,10000,9.92,
random,732,7,0,10000,0.0,
random,732,8,0,10000,0.0,
random,732,9,0,10000,0.0,
random,733,0,0,10000,0.0,
random,733,1,4951,10000,49.51,
random,733,2,976,10000,9.76,
random,733,3,1011,10000,10.11,
random,733,4,985,10000,9.85,
random,733,5,1042,10000,10.42,
random,733,6,1035,10000,10.35,
random,733,7,0,10000,0.0,
random,733,8,0,10000,0.0,
random,733,9,0,10000,0.0,
random,734,0,0,10000,0.0,
random,734,1,5035,10000,50.349999999999994,
random,734,2,1000,10000,10.0,
random,734,3,957,10000,9.569999999999999,
random,734,4,1006,10000,10.059999999999999,
random,734,5,951,10000,9.51,
random,734,6,1051,10000,10.51,
random,734,7,0,10000,0.0,
random,734,8,0,10000,0.0,
random,734,9,0,10000,0.0,
random,735,0,0,10000,0.0,
random,735,1,5003,10000,50.029999999999994,
random,735,2,1046,10000,10.459999999999999,
random,735,3,968,10000,9.68,
random,735,4,962,10000,9.62,
random,735,5,990,10000,9.9,
random,735,6,1031,10000,10.31,
random,735,7,0,10000,0.0,
random,735,8,0,10000,0.0,
random,735,9,0,10000,0.0,
random,736,0,0,10000,0.0,
random,736,1,4991,10000,49.91,
random,736,2,1057,10000,10.57,
random,736,3,991,10000,9.91,
random,736,4,951,10000,9.51,
random,736,5,1020,10000,10.2,
random,736,6,990,10000,9.9,
random,736,7,0,10000,0.0,
random,736,8,0,10000,0.0,
random,736,9,0,10000,0.0,
random,737,0,0,10000,0.0,
random,737,1,5046,10000,50.46000000000001,
random,737,2,1048,10000,10.48,
random,737,3,963,10000,9.629999999999999,
random,737,4,971,10000,9.71,
random,737,5,977,10000,9.77,
random,737,6,995,10000,9.950000000000001,
random,737,7,0,10000,0.0,
random,737,8,0,10000,0.0,
random,737,9,0,10000,0.0,
random,738,0,0,10000,0.0,
random,738,1,4984,10000,49.84,
random,738,2,1080,10000,10.8,
random,738,3,999,10000,9.99,
random,738,4,975,10000,9.75,
random,738,5,976,10000,9.76,
random,738,6,986,10000,9.86,
random,738,7,0,10000,0.0,
random,738,8,0,10000,0.0,
random,738,9,0,10000,0.0,
random,739,0,0,10000,0.0,
random,739,1,5076,10000,50.760000000000005,
random,739,2,989,10000,9.89,
random,739,3,920,10000,9.2,
random,739,4,992,10000,9.92,
random,739,5,1027,10000,10.27,
random,739,6,996,10000,9.959999999999999,
random,739,7,0,10000,0.0,
random,739,8,0,10000,0.0,
random,739,9,0,10000,0.0,
random,740,0,0,10000,0.0,
random,740,1,5062,10000,50.62,
random,740,2,925,10000,9.25,
random,740,3,1018,10000,10.18,
random,740,4,1010,10000,10.100000000000001,
random,740,5,1029,10000,10.290000000000001,
random,740,6,956,10000,9.56,
random,740,7,0,10000,0.0,
random,740,8,0,10000,0.0,
random,740,9,0,10000,0.0,
random,741,0,0,10000,0.0,
random,741,1,5008,10000,50.080000000000005,
random,741,2,1021,10000,10.209999999999999,
random,741,3,955,10000,9.55,
random,741,4,1012,10000,10.12,
random,741,5,955,10000,9.55,
random,741,6,1049,10000,10.489999999999998,
random,741,7,0,10000,0.0,
random,741,8,0,10000,0.0,
random,741,9,0,10000,0.0,
random,742,0,0,10000,0.0,
random,742,1,5038,10000,50.38,
random,742,2,988,10000,9.879999999999999,
random,742,3,923,10000,9.229999999999999,
random,742,4,1025,10000,10.25,
random,742,5,1003,10000,10.03,
random,742,6,1023,10000,10.23,
random,742,7,0,10000,0.0,
random,742,8,0,10000,0.0,
random,742,9,0,10000,0.0,
random,743,0,0,10000,0.0,
random,743,1,5035,10000,50.349999999999994,
random,743,2,983,10000,9.83,
random,743,3,1027,10000,10.27,
random,743,4,965,10000,9.65,
random,743,5,1016,10000,10.16,
random,743,6,974,10000,9.74,
random,743,7,0,10000,0.0,
random,743,8,0,10000,0.0,
random,743,9,0,10000,0.0,
random,744,0,0,10000,0.0,
random,744,1,5079,10000,50.79,
random,744,2,971,10000,9.71,
random,744,3,1022,10000,10.22,
random,744,4,974,10000,9.74,
random,744,5,961,10000,9.610000000000001,
random,744,6,993,10000,9.93,
random,744,7,0,10000,0.0,
random,744,8,0,10000,0.0,
random,744,9,0,10000,0.0,
random,745,0,0,10000,0.0,
random,745,1,5047,10000,50.470000000000006,
random,745,2,994,10000,9.94,
random,745,3,1004,10000,10.040000000000001,
random,745,4,995,10000,9.950000000000001,
random,745,5,1021,10000,10.209999999999999,
random,745,6,939,10000,9.39,
random,745,7,0,10000,0.0,
random,745,8,0,10000,0.0,
random,745,9,0,10000,0.0,
random,746,0,0,10000,0.0,
random,746,1,4988,10000,49.88,
random,746,2,1016,10000,10.16,
random,746,3,999,10000,9.99,
random,746,4,1001,10000,10.01,
random,746,5,988,10000,9.879999999999999,
random,746,6,1008,10000,10.08,
random,746,7,0,10000,0.0,
random,746,8,0,10000,0.0,
random,746,9,0,10000,0.0,
random,747,0,0,10000,0.0,
random,747,1,5035,10000,50.349999999999994,
random,747,2,998,10000,9.98,
random,747,3,983,10000,9.83,
random,747,4,965,10000,9.65,
random,747,5,1040,10000,10.4,
random,747,6,979,10000,9.790000000000001,
random,747,7,0,10000,0.0,
random,747,8,0,10000,0.0,
random,747,9,0,10000,0.0,
random,748,0,0,10000,0.0,
random,748,1,5050,10000,50.5,
random,748,2,991,10000,9.91,
random,748,3,999,10000,9.99,
random,748,4,989,10000,9.89,
random,748,5,979,10000,9.790000000000001,
random,748,6,992,10000,9.92,
random,748,7,0,10000,0.0,
random,748,8,0,10000,0.0,
random,748,9,0,10000,0.0,
random,749,0,0,10000,0.0,
random,749,1,5009,10000,50.09,
random,749,2,1018,10000,10.18,
random,749,3,956,10000,9.56,
random,749,4,1075,10000,10.75,
random,749,5,997,10000,9.969999999999999,
random,749,6,945,10000,9.45,
random,749,7,0,10000,0.0,
random,749,8,0,10000,0.0,
random,749,9,0,10000,0.0,
random,750,0,0,10000,0.0,
random,750,1,4992,10000,49.919999999999995,
random,750,2,1026,10000,10.26,
random,750,3,1014,10000,10.14,
random,750,4,966,10000,9.66,
random,750,5,1006,10000,10.059999999999999,
random,750,6,996,10000,9.959999999999999,
random,750,7,0,10000,0.0,
random,750,8,0,10000,0.0,
random,750,9,0,10000,0.0,
random,751,0,0,10000,0.0,
random,751,1,4959,10000,49.59,
random,751,2,1025,10000,10.25,
random,751,3,965,10000,9.65,
random,751,4,1026,10000,10.26,
random,751,5,999,10000,9.99,
random,751,6,1026,10000,10.26,
