Types,Looptime,number,numberOfappearance,invokeperloop,percentage,
uniform,1627,3,998,10000,9.98,
uniform,1627,4,970,10000,9.700000000000001,
uniform,1627,5,1015,10000,10.15,
uniform,1627,6,965,10000,9.65,
uniform,1627,7,0,10000,0.0,
uniform,1627,8,0,10000,0.0,
uniform,1627,9,0,10000,0.0,
uniform,1628,0,0,10000,0.0,
uniform,1628,1,4995,10000,49.95,
uniform,1628,2,1010,10000,10.100000000000001,
uniform,1628,3,999,10000,9.99,
uniform,1628,4,1030,10000,10.299999999999999,
uniform,1628,5,996,10000,9.959999999999999,
uniform,1628,6,970,10000,9.700000000000001,
uniform,1628,7,0,10000,0.0,
uniform,1628,8,0,10000,0.0,
uniform,1628,9,0,10000,0.0,
uniform,1629,0,0,10000,0.0,
uniform,1629,1,5077,10000,50.77,
uniform,1629,2,1012,10000,10.12,
uniform,1629,3,964,10000,9.64,
uniform,1629,4,972,10000,9.719999999999999,
uniform,1629,5,996,10000,9.959999999999999,
uniform,1629,6,979,10000,9.790000000000001,
uniform,1629,7,0,10000,0.0,
uniform,1629,8,0,10000,0.0,
uniform,1629,9,0,10000,0.0,
uniform,1630,0,0,10000,0.0,
uniform,1630,1,5010,10000,50.1,
uniform,1630,2,992,10000,9.92,
uniform,1630,3,1034,10000,10.34,
uniform,1630,4,980,10000,9.8,
uniform,1630,5,980,10000,9.8,
uniform,1630,6,1004,10000,10.040000000000001,
uniform,1630,7,0,10000,0.0,
uniform,1630,8,0,10000,0.0,
uniform,1630,9,0,10000,0.0,
uniform,1631,0,0,10000,0.0,
uniform,1631,1,5046,10000,50.46000000000001,
uniform,1631,2,1021,10000,10.209999999999999,
uniform,1631,3,1051,10000,10.51,
uniform,1631,4,976,10000,9.76,
uniform,1631,5,978,10000,9.78,
uniform,1631,6,928,10000,9.28,
uniform,1631,7,0,10000,0.0,
uniform,1631,8,0,10000,0.0,
uniform,1631,9,0,10000,0.0,
uniform,1632,0,0,10000,0.0,
uniform,1632,1,4998,10000,49.980000000000004,
uniform,1632,2,976,10000,9.76,
uniform,1632,3,1024,10000,10.24,
uniform,1632,4,1014,10000,10.14,
uniform,1632,5,1002,10000,10.02,
uniform,1632,6,986,10000,9.86,
uniform,1632,7,0,10000,0.0,
uniform,1632,8,0,10000,0.0,
uniform,1632,9,0,10000,0.0,
uniform,1633,0,0,10000,0.0,
uniform,1633,1,4969,10000,49.69,
uniform,1633,2,995,10000,9.950000000000001,
uniform,1633,3,945,10000,9.45,
uniform,1633,4,1014,10000,10.14,
uniform,1633,5,1017,10000,10.17,
uniform,1633,6,1060,10000,10.6,
uniform,1633,7,0,10000,0.0,
uniform,1633,8,0,10000,0.0,
uniform,1633,9,0,10000,0.0,
uniform,1634,0,0,10000,0.0,
uniform,1634,1,5000,10000,50.0,
uniform,1634,2,990,10000,9.9,
uniform,1634,3,995,10000,9.950000000000001,
uniform,1634,4,960,10000,9.6,
uniform,1634,5,1039,10000,10.39,
uniform,1634,6,1016,10000,10.16,
uniform,1634,7,0,10000,0.0,
uniform,1634,8,0,10000,0.0,
uniform,1634,9,0,10000,0.0,
uniform,1635,0,0,10000,0.0,
uniform,1635,1,4958,10000,49.58,
uniform,1635,2,971,10000,9.71,
uniform,1635,3,999,10000,9.99,
uniform,1635,4,1039,10000,10.39,
uniform,1635,5,1012,10000,10.12,
uniform,1635,6,1021,10000,10.209999999999999,
uniform,1635,7,0,10000,0.0,
uniform,1635,8,0,10000,0.0,
uniform,1635,9,0,10000,0.0,
uniform,1636,0,0,10000,0.0,
uniform,1636,1,4923,10000,49.230000000000004,
uniform,1636,2,1043,10000,10.43,
uniform,1636,3,1041,10000,10.41,
uniform,1636,4,1000,10000,10.0,
uniform,1636,5,1012,10000,10.12,
uniform,1636,6,981,10000,9.81,
uniform,1636,7,0,10000,0.0,
uniform,1636,8,0,10000,0.0,
uniform,1636,9,0,10000,0.0,
uniform,1637,0,0,10000,0.0,
uniform,1637,1,4963,10000,49.63,
uniform,1637,2,1018,10000,10.18,
uniform,1637,3,997,10000,9.969999999999999,
uniform,1637,4,991,10000,9.91,
uniform,1637,5,998,10000,9.98,
uniform,1637,6,1033,10000,10.33,
uniform,1637,7,0,10000,0.0,
uniform,1637,8,0,10000,0.0,
uniform,1637,9,0,10000,0.0,
uniform,1638,0,0,10000,0.0,
uniform,1638,1,4988,10000,49.88,
uniform,1638,2,998,10000,9.98,
uniform,1638,3,1016,10000,10.16,
uniform,1638,4,1005,10000,10.05,
uniform,1638,5,993,10000,9.93,
uniform,1638,6,1000,10000,10.0,
uniform,1638,7,0,10000,0.0,
uniform,1638,8,0,10000,0.0,
uniform,1638,9,0,10000,0.0,
uniform,1639,0,0,10000,0.0,
uniform,1639,1,4971,10000,49.71,
uniform,1639,2,1012,10000,10.12,
uniform,1639,3,998,10000,9.98,
uniform,1639,4,970,10000,9.700000000000001,
uniform,1639,5,1040,10000,10.4,
uniform,1639,6,1009,10000,10.09,
uniform,1639,7,0,10000,0.0,
uniform,1639,8,0,10000,0.0,
uniform,1639,9,0,10000,0.0,
uniform,1640,0,0,10000,0.0,
uniform,1640,1,5059,10000,50.59,
uniform,1640,2,1015,10000,10.15,
uniform,1640,3,945,10000,9.45,
uniform,1640,4,1012,10000,10.12,
uniform,1640,5,975,10000,9.75,
uniform,1640,6,994,10000,9.94,
uniform,1640,7,0,10000,0.0,
uniform,1640,8,0,10000,0.0,
uniform,1640,9,0,10000,0.0,
uniform,1641,0,0,10000,0.0,
uniform,1641,1,5060,10000,50.6,
uniform,1641,2,985,10000,9.85,
uniform,1641,3,1016,10000,10.16,
uniform,1641,4,975,10000,9.75,
uniform,1641,5,991,10000,9.91,
uniform,1641,6,973,10000,9.73,
uniform,1641,7,0,10000,0.0,
uniform,1641,8,0,10000,0.0,
uniform,1641,9,0,10000,0.0,
uniform,1642,0,0,10000,0.0,
uniform,1642,1,5064,10000,50.63999999999999,
uniform,1642,2,1018,10000,10.18,
uniform,1642,3,1010,10000,10.100000000000001,
uniform,1642,4,976,10000,9.76,
uniform,1642,5,939,10000,9.39,
uniform,1642,6,993,10000,9.93,
uniform,1642,7,0,10000,0.0,
uniform,1642,8,0,10000,0.0,
uniform,1642,9,0,10000,0.0,
uniform,1643,0,0,10000,0.0,
uniform,1643,1,4988,10000,49.88,
uniform,1643,2,1028,10000,10.280000000000001,
uniform,1643,3,1001,10000,10.01,
uniform,1643,4,984,10000,9.84,
uniform,1643,5,1015,10000,10.15,
uniform,1643,6,984,10000,9.84,
uniform,1643,7,0,10000,0.0,
uniform,1643,8,0,10000,0.0,
uniform,1643,9,0,10000,0.0,
uniform,1644,0,0,10000,0.0,
uniform,1644,1,5077,10000,50.77,
uniform,1644,2,1009,10000,10.09,
uniform,1644,3,1008,10000,10.08,
uniform,1644,4,974,10000,9.74,
uniform,1644,5,980,10000,9.8,
uniform,1644,6,952,10000,9.520000000000001,
uniform,1644,7,0,10000,0.0,
uniform,1644,8,0,10000,0.0,
uniform,1644,9,0,10000,0.0,
uniform,1645,0,0,10000,0.0,
uniform,1645,1,5030,10000,50.3,
uniform,1645,2,1006,10000,10.059999999999999,
uniform,1645,3,950,10000,9.5,
uniform,1645,4,1013,10000,10.13,
uniform,1645,5,1033,10000,10.33,
uniform,1645,6,968,10000,9.68,
uniform,1645,7,0,10000,0.0,
uniform,1645,8,0,10000,0.0,
uniform,1645,9,0,10000,0.0,
uniform,1646,0,0,10000,0.0,
uniform,1646,1,4888,10000,48.88,
uniform,1646,2,1035,10000,10.35,
uniform,1646,3,1012,10000,10.12,
uniform,1646,4,1009,10000,10.09,
uniform,1646,5,1024,10000,10.24,
uniform,1646,6,1032,10000,10.32,
uniform,1646,7,0,10000,0.0,
uniform,1646,8,0,10000,0.0,
uniform,1646,9,0,10000,0.0,
uniform,1647,0,0,10000,0.0,
uniform,1647,1,5064,10000,50.63999999999999,
uniform,1647,2,1015,10000,10.15,
uniform,1647,3,945,10000,9.45,
uniform,1647,4,1039,10000,10.39,
uniform,1647,5,966,10000,9.66,
uniform,1647,6,971,10000,9.71,
uniform,1647,7,0,10000,0.0,
uniform,1647,8,0,10000,0.0,
uniform,1647,9,0,10000,0.0,
uniform,1648,0,0,10000,0.0,
uniform,1648,1,4992,10000,49.919999999999995,
uniform,1648,2,1036,10000,10.36,
uniform,1648,3,963,10000,9.629999999999999,
uniform,1648,4,967,10000,9.67,
uniform,1648,5,1040,10000,10.4,
uniform,1648,6,1002,10000,10.02,
uniform,1648,7,0,10000,0.0,
uniform,1648,8,0,10000,0.0,
uniform,1648,9,0,10000,0.0,
uniform,1649,0,0,10000,0.0,
uniform,1649,1,5009,10000,50.09,
uniform,1649,2,1008,10000,10.08,
uniform,1649,3,970,10000,9.700000000000001,
uniform,1649,4,1016,10000,10.16,
uniform,1649,5,1027,10000,10.27,
uniform,1649,6,970,10000,9.700000000000001,
uniform,1649,7,0,10000,0.0,
uniform,1649,8,0,10000,0.0,
uniform,1649,9,0,10000,0.0,
uniform,1650,0,0,10000,0.0,
uniform,1650,1,5025,10000,50.24999999999999,
uniform,1650,2,992,10000,9.92,
uniform,1650,3,996,10000,9.959999999999999,
uniform,1650,4,1010,10000,10.100000000000001,
uniform,1650,5,991,10000,9.91,
uniform,1650,6,986,10000,9.86,
uniform,1650,7,0,10000,0.0,
uniform,1650,8,0,10000,0.0,
uniform,1650,9,0,10000,0.0,
uniform,1651,0,0,10000,0.0,
uniform,1651,1,4952,10000,49.519999999999996,
uniform,1651,2,1002,10000,10.02,
uniform,1651,3,1059,10000,10.59,
uniform,1651,4,978,10000,9.78,
uniform,1651,5,1028,10000,10.280000000000001,
uniform,1651,6,981,10000,9.81,
uniform,1651,7,0,10000,0.0,
uniform,1651,8,0,10000,0.0,
uniform,1651,9,0,10000,0.0,
uniform,1652,0,0,10000,0.0,
uniform,1652,1,5009,10000,50.09,
uniform,1652,2,1004,10000,10.040000000000001,
uniform,1652,3,979,10000,9.790000000000001,
uniform,1652,4,1032,10000,10.32,
uniform,1652,5,1001,10000,10.01,
uniform,1652,6,975,10000,9.75,
uniform,1652,7,0,10000,0.0,
uniform,1652,8,0,10000,0.0,
uniform,1652,9,0,10000,0.0,
uniform,1653,0,0,10000,0.0,
uniform,1653,1,5101,10000,51.01,
uniform,1653,2,966,10000,9.66,
uniform,1653,3,960,10000,9.6,
uniform,1653,4,1023,10000,10.23,
uniform,1653,5,931,10000,9.31,
uniform,1653,6,1019,10000,10.190000000000001,
uniform,1653,7,0,10000,0.0,
uniform,1653,8,0,10000,0.0,
uniform,1653,9,0,10000,0.0,
uniform,1654,0,0,10000,0.0,
uniform,1654,1,4981,10000,49.81,
uniform,1654,2,988,10000,9.879999999999999,
uniform,1654,3,1016,10000,10.16,
uniform,1654,4,1009,10000,10.09,
uniform,1654,5,1035,10000,10.35,
uniform,1654,6,971,10000,9.71,
uniform,1654,7,0,10000,0.0,
uniform,1654,8,0,10000,0.0,
uniform,1654,9,0,10000,0.0,
uniform,1655,0,0,10000,0.0,
uniform,1655,1,4989,10000,49.89,
uniform,1655,2,971,10000,9.71,
uniform,1655,3,994,10000,9.94,
uniform,1655,4,1024,10000,10.24,
uniform,1655,5,1024,10000,10.24,
uniform,1655,6,998,10000,9.98,
uniform,1655,7,0,10000,0.0,
uniform,1655,8,0,10000,0.0,
uniform,1655,9,0,10000,0.0,
uniform,1656,0,0,10000,0.0,
uniform,1656,1,5114,10000,51.13999999999999,
uniform,1656,2,984,10000,9.84,
uniform,1656,3,988,10000,9.879999999999999,
uniform,1656,4,1002,10000,10.02,
uniform,1656,5,985,10000,9.85,
uniform,1656,6,927,10000,9.27,
uniform,1656,7,0,10000,0.0,
uniform,1656,8,0,10000,0.0,
uniform,1656,9,0,10000,0.0,
uniform,1657,0,0,10000,0.0,
uniform,1657,1,5013,10000,50.129999999999995,
uniform,1657,2,1026,10000,10.26,
uniform,1657,3,973,10000,9.73,
uniform,1657,4,1013,10000,10.13,
uniform,1657,5,948,10000,9.48,
uniform,1657,6,1027,10000,10.27,
uniform,1657,7,0,10000,0.0,
uniform,1657,8,0,10000,0.0,
uniform,1657,9,0,10000,0.0,
uniform,1658,0,0,10000,0.0,
uniform,1658,1,4957,10000,49.57,
uniform,1658,2,1049,10000,10.489999999999998,
uniform,1658,3,995,10000,9.950000000000001,
uniform,1658,4,1002,10000,10.02,
uniform,1658,5,1027,10000,10.27,
uniform,1658,6,970,10000,9.700000000000001,
uniform,1658,7,0,10000,0.0,
uniform,1658,8,0,10000,0.0,
uniform,1658,9,0,10000,0.0,
uniform,1659,0,0,10000,0.0,
uniform,1659,1,4982,10000,49.82,
uniform,1659,2,920,10000,9.2,
uniform,1659,3,1016,10000,10.16,
uniform,1659,4,1027,10000,10.27,
uniform,1659,5,1035,10000,10.35,
uniform,1659,6,1020,10000,10.2,
uniform,1659,7,0,10000,0.0,
uniform,1659,8,0,10000,0.0,
uniform,1659,9,0,10000,0.0,
uniform,1660,0,0,10000,0.0,
uniform,1660,1,5110,10000,51.1,
uniform,1660,2,954,10000,9.54,
uniform,1660,3,960,10000,9.6,
uniform,1660,4,988,10000,9.879999999999999,
uniform,1660,5,994,10000,9.94,
uniform,1660,6,994,10000,9.94,
uniform,1660,7,0,10000,0.0,
uniform,1660,8,0,10000,0.0,
uniform,1660,9,0,10000,0.0,
uniform,1661,0,0,10000,0.0,
uniform,1661,1,5005,10000,50.05,
uniform,1661,2,1016,10000,10.16,
uniform,1661,3,992,10000,9.92,
uniform,1661,4,955,10000,9.55,
uniform,1661,5,1023,10000,10.23,
uniform,1661,6,1009,10000,10.09,
uniform,1661,7,0,10000,0.0,
uniform,1661,8,0,10000,0.0,
uniform,1661,9,0,10000,0.0,
uniform,1662,0,0,10000,0.0,
uniform,1662,1,5001,10000,50.01,
uniform,1662,2,966,10000,9.66,
uniform,1662,3,1002,10000,10.02,
uniform,1662,4,1038,10000,10.38,
uniform,1662,5,1005,10000,10.05,
uniform,1662,6,988,10000,9.879999999999999,
uniform,1662,7,0,10000,0.0,
uniform,1662,8,0,10000,0.0,
uniform,1662,9,0,10000,0.0,
uniform,1663,0,0,10000,0.0,
uniform,1663,1,4936,10000,49.36,
uniform,1663,2,1015,10000,10.15,
uniform,1663,3,1062,10000,10.620000000000001,
uniform,1663,4,1013,10000,10.13,
uniform,1663,5,979,10000,9.790000000000001,
uniform,1663,6,995,10000,9.950000000000001,
uniform,1663,7,0,10000,0.0,
uniform,1663,8,0,10000,0.0,
uniform,1663,9,0,10000,0.0,
uniform,1664,0,0,10000,0.0,
uniform,1664,1,5011,10000,50.11,
uniform,1664,2,995,10000,9.950000000000001,
uniform,1664,3,986,10000,9.86,
uniform,1664,4,989,10000,9.89,
uniform,1664,5,1002,10000,10.02,
uniform,1664,6,1017,10000,10.17,
uniform,1664,7,0,10000,0.0,
uniform,1664,8,0,10000,0.0,
uniform,1664,9,0,10000,0.0,
uniform,1665,0,0,10000,0.0,
uniform,1665,1,4952,10000,49.519999999999996,
uniform,1665,2,956,10000,9.56,
uniform,1665,3,1037,10000,10.37,
uniform,1665,4,1003,10000,10.03,
uniform,1665,5,1030,10000,10.299999999999999,
uniform,1665,6,1022,10000,10.22,
uniform,1665,7,0,10000,0.0,
uniform,1665,8,0,10000,0.0,
uniform,1665,9,0,10000,0.0,
uniform,1666,0,0,10000,0.0,
uniform,1666,1,4968,10000,49.68,
uniform,1666,2,1037,10000,10.37,
uniform,1666,3,1033,10000,10.33,
uniform,1666,4,920,10000,9.2,
uniform,1666,5,1032,10000,10.32,
uniform,1666,6,1010,10000,10.100000000000001,
uniform,1666,7,0,10000,0.0,
uniform,1666,8,0,10000,0.0,
uniform,1666,9,0,10000,0.0,
uniform,1667,0,0,10000,0.0,
uniform,1667,1,5026,10000,50.260000000000005,
uniform,1667,2,993,10000,9.93,
uniform,1667,3,1001,10000,10.01,
uniform,1667,4,990,10000,9.9,
uniform,1667,5,1006,10000,10.059999999999999,
uniform,1667,6,984,10000,9.84,
uniform,1667,7,0,10000,0.0,
uniform,1667,8,0,10000,0.0,
uniform,1667,9,0,10000,0.0,
uniform,1668,0,0,10000,0.0,
uniform,1668,1,4990,10000,49.9,
uniform,1668,2,1014,10000,10.14,
uniform,1668,3,996,10000,9.959999999999999,
uniform,1668,4,997,10000,9.969999999999999,
uniform,1668,5,1008,10000,10.08,
uniform,1668,6,995,10000,9.950000000000001,
uniform,1668,7,0,10000,0.0,
uniform,1668,8,0,10000,0.0,
uniform,1668,9,0,10000,0.0,
uniform,1669,0,0,10000,0.0,
uniform,1669,1,5048,10000,50.480000000000004,
uniform,1669,2,961,10000,9.610000000000001,
uniform,1669,3,976,10000,9.76,
uniform,1669,4,998,10000,9.98,
uniform,1669,5,1003,10000,10.03,
uniform,1669,6,1014,10000,10.14,
uniform,1669,7,0,10000,0.0,
uniform,1669,8,0,10000,0.0,
uniform,1669,9,0,10000,0.0,
uniform,1670,0,0,10000,0.0,
uniform,1670,1,4959,10000,49.59,
uniform,1670,2,984,10000,9.84,
uniform,1670,3,1028,10000,10.280000000000001,
uniform,1670,4,1025,10000,10.25,
uniform,1670,5,988,10000,9.879999999999999,
uniform,1670,6,1016,10000,10.16,
uniform,1670,7,0,10000,0.0,
uniform,1670,8,0,10000,0.0,
uniform,1670,9,0,10000,0.0,
uniform,1671,0,0,10000,0.0,
uniform,1671,1,4994,10000,49.94,
uniform,1671,2,1019,10000,10.190000000000001,
uniform,1671,3,1047,10000,10.47,
uniform,1671,4,944,10000,9.44,
uniform,1671,5,980,10000,9.8,
uniform,1671,6,1016,10000,10.16,
uniform,1671,7,0,10000,0.0,
uniform,1671,8,0,10000,0.0,
uniform,1671,9,0,10000,0.0,
uniform,1672,0,0,10000,0.0,
uniform,1672,1,4986,10000,49.86,
uniform,1672,2,999,10000,9.99,
uniform,1672,3,942,10000,9.42,
uniform,1672,4,1023,10000,10.23,
uniform,1672,5,1028,10000,10.280000000000001,
uniform,1672,6,1022,10000,10.22,
uniform,1672,7,0,10000,0.0,
uniform,1672,8,0,10000,0.0,
uniform,1672,9,0,10000,0.0,
uniform,1673,0,0,10000,0.0,
uniform,1673,1,4961,10000,49.61,
uniform,1673,2,1040,10000,10.4,
uniform,1673,3,981,10000,9.81,
uniform,1673,4,994,10000,9.94,
uniform,1673,5,979,10000,9.790000000000001,
uniform,1673,6,1045,10000,10.45,
uniform,1673,7,0,10000,0.0,
uniform,1673,8,0,10000,0.0,
uniform,1673,9,0,10000,0.0,
uniform,1674,0,0,10000,0.0,
uniform,1674,1,5011,10000,50.11,
uniform,1674,2,937,10000,9.370000000000001,
uniform,1674,3,1037,10000,10.37,
uniform,1674,4,995,10000,9.950000000000001,
uniform,1674,5,1014,10000,10.14,
uniform,1674,6,1006,10000,10.059999999999999,
uniform,1674,7,0,10000,0.0,
uniform,1674,8,0,10000,0.0,
uniform,1674,9,0,10000,0.0,
uniform,1675,0,0,10000,0.0,
uniform,1675,1,4961,10000,49.61,
uniform,1675,2,1004,10000,10.040000000000001,
uniform,1675,3,1024,10000,10.24,
uniform,1675,4,984,10000,9.84,
uniform,1675,5,1029,10000,10.290000000000001,
uniform,1675,6,998,10000,9.98,
uniform,1675,7,0,10000,0.0,
uniform,1675,8,0,10000,0.0,
uniform,1675,9,0,10000,0.0,
uniform,1676,0,0,10000,0.0,
uniform,1676,1,4996,10000,49.96,
uniform,1676,2,1044,10000,10.440000000000001,
uniform,1676,3,985,10000,9.85,
uniform,1676,4,992,10000,9.92,
uniform,1676,5,1002,10000,10.02,
uniform,1676,6,981,10000,9.81,
uniform,1676,7,0,10000,0.0,
uniform,1676,8,0,10000,0.0,
uniform,1676,9,0,10000,0.0,
uniform,1677,0,0,10000,0.0,
uniform,1677,1,5056,10000,50.56,
uniform,1677,2,1038,10000,10.38,
uniform,1677,3,933,10000,9.33,
uniform,1677,4,1020,10000,10.2,
uniform,1677,5,956,10000,9.56,
uniform,1677,6,997,10000,9.969999999999999,
uniform,1677,7,0,10000,0.0,
uniform,1677,8,0,10000,0.0,
uniform,1677,9,0,10000,0.0,
uniform,1678,0,0,10000,0.0,
uniform,1678,1,5037,10000,50.370000000000005,
uniform,1678,2,981,10000,9.81,
uniform,1678,3,979,10000,9.790000000000001,
uniform,1678,4,985,10000,9.85,
uniform,1678,5,998,10000,9.98,
uniform,1678,6,1020,10000,10.2,
uniform,1678,7,0,10000,0.0,
uniform,1678,8,0,10000,0.0,
uniform,1678,9,0,10000,0.0,
uniform,1679,0,0,10000,0.0,
uniform,1679,1,5020,10000,50.2,
uniform,1679,2,1010,10000,10.100000000000001,
uniform,1679,3,991,10000,9.91,
uniform,1679,4,984,10000,9.84,
uniform,1679,5,961,10000,9.610000000000001,
uniform,1679,6,1034,10000,10.34,
uniform,1679,7,0,10000,0.0,
uniform,1679,8,0,10000,0.0,
uniform,1679,9,0,10000,0.0,
uniform,1680,0,0,10000,0.0,
uniform,1680,1,5033,10000,50.33,
uniform,1680,2,958,10000,9.58,
uniform,1680,3,975,10000,9.75,
uniform,1680,4,1064,10000,10.639999999999999,
uniform,1680,5,922,10000,9.22,
uniform,1680,6,1048,10000,10.48,
uniform,1680,7,0,10000,0.0,
uniform,1680,8,0,10000,0.0,
uniform,1680,9,0,10000,0.0,
uniform,1681,0,0,10000,0.0,
uniform,1681,1,4912,10000,49.120000000000005,
uniform,1681,2,974,10000,9.74,
uniform,1681,3,1073,10000,10.73,
uniform,1681,4,1018,10000,10.18,
uniform,1681,5,998,10000,9.98,
uniform,1681,6,1025,10000,10.25,
uniform,1681,7,0,10000,0.0,
uniform,1681,8,0,10000,0.0,
uniform,1681,9,0,10000,0.0,
uniform,1682,0,0,10000,0.0,
uniform,1682,1,4979,10000,49.79,
uniform,1682,2,955,10000,9.55,
uniform,1682,3,1025,10000,10.25,
uniform,1682,4,1036,10000,10.36,
uniform,1682,5,1008,10000,10.08,
uniform,1682,6,997,10000,9.969999999999999,
uniform,1682,7,0,10000,0.0,
uniform,1682,8,0,10000,0.0,
uniform,1682,9,0,10000,0.0,
uniform,1683,0,0,10000,0.0,
uniform,1683,1,4966,10000,49.66,
uniform,1683,2,1022,10000,10.22,
uniform,1683,3,974,10000,9.74,
uniform,1683,4,984,10000,9.84,
uniform,1683,5,1045,10000,10.45,
uniform,1683,6,1009,10000,10.09,
uniform,1683,7,0,10000,0.0,
uniform,1683,8,0,10000,0.0,
uniform,1683,9,0,10000,0.0,
uniform,1684,0,0,10000,0.0,
uniform,1684,1,5129,10000,51.29,
uniform,1684,2,998,10000,9.98,
uniform,1684,3,942,10000,9.42,
uniform,1684,4,959,10000,9.59,
uniform,1684,5,1024,10000,10.24,
uniform,1684,6,948,10000,9.48,
uniform,1684,7,0,10000,0.0,
uniform,1684,8,0,10000,0.0,
uniform,1684,9,0,10000,0.0,
uniform,1685,0,0,10000,0.0,
uniform,1685,1,5046,10000,50.46000000000001,
uniform,1685,2,966,10000,9.66,
uniform,1685,3,975,10000,9.75,
uniform,1685,4,1013,10000,10.13,
uniform,1685,5,1005,10000,10.05,
uniform,1685,6,995,10000,9.950000000000001,
uniform,1685,7,0,10000,0.0,
uniform,1685,8,0,10000,0.0,
uniform,1685,9,0,10000,0.0,
uniform,1686,0,0,10000,0.0,
uniform,1686,1,5048,10000,50.480000000000004,
uniform,1686,2,1009,10000,10.09,
uniform,1686,3,1026,10000,10.26,
uniform,1686,4,979,10000,9.790000000000001,
uniform,1686,5,946,10000,9.46,
uniform,1686,6,992,10000,9.92,
uniform,1686,7,0,10000,0.0,
uniform,1686,8,0,10000,0.0,
uniform,1686,9,0,10000,0.0,
uniform,1687,0,0,10000,0.0,
uniform,1687,1,5014,10000,50.13999999999999,
uniform,1687,2,1033,10000,10.33,
uniform,1687,3,1014,10000,10.14,
uniform,1687,4,960,10000,9.6,
uniform,1687,5,949,10000,9.49,
uniform,1687,6,1030,10000,10.299999999999999,
uniform,1687,7,0,10000,0.0,
uniform,1687,8,0,10000,0.0,
uniform,1687,9,0,10000,0.0,
uniform,1688,0,0,10000,0.0,
uniform,1688,1,5023,10000,50.23,
uniform,1688,2,972,10000,9.719999999999999,
uniform,1688,3,977,10000,9.77,
uniform,1688,4,977,10000,9.77,
uniform,1688,5,999,10000,9.99,
uniform,1688,6,1052,10000,10.52,
uniform,1688,7,0,10000,0.0,
uniform,1688,8,0,10000,0.0,
uniform,1688,9,0,10000,0.0,
uniform,1689,0,0,10000,0.0,
uniform,1689,1,4952,10000,49.519999999999996,
uniform,1689,2,1013,10000,10.13,
uniform,1689,3,989,10000,9.89,
uniform,1689,4,1010,10000,10.100000000000001,
uniform,1689,5,1004,10000,10.040000000000001,
uniform,1689,6,1032,10000,10.32,
uniform,1689,7,0,10000,0.0,
uniform,1689,8,0,10000,0.0,
uniform,1689,9,0,10000,0.0,
uniform,1690,0,0,10000,0.0,
uniform,1690,1,4998,10000,49.980000000000004,
uniform,1690,2,1013,10000,10.13,
uniform,1690,3,1029,10000,10.290000000000001,
uniform,1690,4,939,10000,9.39,
uniform,1690,5,980,10000,9.8,
uniform,1690,6,1041,10000,10.41,
uniform,1690,7,0,10000,0.0,
uniform,1690,8,0,10000,0.0,
uniform,1690,9,0,10000,0.0,
uniform,1691,0,0,10000,0.0,
uniform,1691,1,5053,10000,50.529999999999994,
uniform,1691,2,994,10000,9.94,
uniform,1691,3,996,10000,9.959999999999999,
uniform,1691,4,944,10000,9.44,
uniform,1691,5,1034,10000,10.34,
uniform,1691,6,979,10000,9.790000000000001,
uniform,1691,7,0,10000,0.0,
uniform,1691,8,0,10000,0.0,
uniform,1691,9,0,10000,0.0,
uniform,1692,0,0,10000,0.0,
uniform,1692,1,4971,10000,49.71,
uniform,1692,2,995,10000,9.950000000000001,
uniform,1692,3,993,10000,9.93,
uniform,1692,4,1052,10000,10.52,
uniform,1692,5,991,10000,9.91,
uniform,1692,6,998,10000,9.98,
uniform,1692,7,0,10000,0.0,
uniform,1692,8,0,10000,0.0,
uniform,1692,9,0,10000,0.0,
uniform,1693,0,0,10000,0.0,
uniform,1693,1,4896,10000,48.96,
uniform,1693,2,1075,10000,10.75,
uniform,1693,3,1015,10000,10.15,
uniform,1693,4,1021,10000,10.209999999999999,
uniform,1693,5,1062,10000,10.620000000000001,
uniform,1693,6,931,10000,9.31,
uniform,1693,7,0,10000,0.0,
uniform,1693,8,0,10000,0.0,
uniform,1693,9,0,10000,0.0,
uniform,1694,0,0,10000,0.0,
uniform,1694,1,4998,10000,49.980000000000004,
uniform,1694,2,997,10000,9.969999999999999,
uniform,1694,3,1038,10000,10.38,
uniform,1694,4,1010,10000,10.100000000000001,
uniform,1694,5,1015,10000,10.15,
uniform,1694,6,942,10000,9.42,
uniform,1694,7,0,10000,0.0,
uniform,1694,8,0,10000,0.0,
uniform,1694,9,0,10000,0.0,
uniform,1695,0,0,10000,0.0,
uniform,1695,1,5051,10000,50.51,
uniform,1695,2,991,10000,9.91,
uniform,1695,3,948,10000,9.48,
uniform,1695,4,965,10000,9.65,
uniform,1695,5,1054,10000,10.54,
uniform,1695,6,991,10000,9.91,
uniform,1695,7,0,10000,0.0,
uniform,1695,8,0,10000,0.0,
uniform,1695,9,0,10000,0.0,
uniform,1696,0,0,10000,0.0,
uniform,1696,1,4973,10000,49.730000000000004,
uniform,1696,2,985,10000,9.85,
uniform,1696,3,991,10000,9.91,
uniform,1696,4,999,10000,9.99,
uniform,1696,5,1058,10000,10.58,
uniform,1696,6,994,10000,9.94,
uniform,1696,7,0,10000,0.0,
uniform,1696,8,0,10000,0.0,
uniform,1696,9,0,10000,0.0,
uniform,1697,0,0,10000,0.0,
uniform,1697,1,4988,10000,49.88,
uniform,1697,2,1006,10000,10.059999999999999,
uniform,1697,3,937,10000,9.370000000000001,
